custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
0255-GKHBCO-T2C,1,1,0,66,6,October,10,1,4,1,25,5,1,10,2.30258509299405,1,2,.0814,-2.50838000597364,.1186,-2.13199879241851,0,2,0,-1,-1,1,6,0,0,0,0,0,0,6,0,2,23,4,1,0,0,4.8,1,0,1,10,5,23,0,0,0,0,0,0,0,0,0,1,9,4,0,0,1,4,3,2,1,14,4,2,1,1,1,17,5,9,154.26,0,0,1,3,37,0,22.2,3.10009228887823,853.9,6.74981409091356,0,0, ,0, ,1,19.3,2.96010509591084,628.3,6.4430177594089,0,0, ,0, ,0,0, ,0, ,0,0,0,1,0,0,0,0,0,1,19,0,0,1,0,1,0,0,0,1,0,0,0
5606-TKRKFE-DMZ,1,3,1,52,5,October,17,4,1,0,5,2,0,116,4.75359019110636,4,7,1.59152,.464689534421967,6.52848,1.87617414437042,0,5,0,-1,-1,1,9,0,0,0,0,0,0,9,1,1,14,3,2,1,1,74.9,3,0,0,4,3,21,0,0,0,1,1,1,0,0,0,1,2,4,0,1,1,1,2,4,0,32,5,3,3,4,0,22,5,10,513.29,8,323.62,0,3,64,0,6.8,1.91692261218206,416.85,6.03272644485662,1,27.75,3.32323584019244,1732.65,7.4574073074028,1,45.25,3.81220267014594,2918.45,7.97880793240869,1,11.75,2.46385324059017,750,6.62007320653036,0,0, ,0, ,0,0,1,3,1,1,1,1,1,1,15,1,1,1,0,1,1,1,0,1,0,1,0
1083-CDPIPL-6WB,1,1,1,31,3,October,19,4,4,0,2,2,0,15,2.70805020110221,1,5,.267,-1.32050662058189,.483,-.727738625329564,0,1,0,-1,-1,2,3,2,1,0,0,0,0,0,1,1,6,2,2,1,0,6.2,1,0,0,1,1,26,1,1,0,0,0,0,0,0,0,0,9,4,0,0,1,3,2,3,0,2,2,4,4,3,0,1,1,9,88.67,4,69.21,0,3,2,1,3.3,1.19392246847243,5,1.6094379124341,0,0, ,0, ,1,24.9,3.21486780347066,30.7,3.42426265459315,1,13.25,2.58399755243223,15,2.70805020110221,0,0, ,0, ,0,1,1,4,0,0,0,0,1,1,21,0,0,0,0,1,0,1,0,0,0,0,0
4565-XBULTL-4TI,4,5,1,42,4,July,16,3,6,1,10,3,0,97,4.57471097850338,4,4.2,.59073,-.526396218756949,3.48327,1.24797150775924,0,4,1,16,3,6,10,0,1,0,0,0,0,9,0,2,18,4,2,1,1,36.5,2,1,0,1,1,30,1,0,0,1,0,1,0,1,0,0,9,3,1,1,1,4,4,3,0,12,4,1,3,3,0,10,3,11,304.62,5,162.58,1,3,28,0,14.6,2.68102152871429,450.6,6.11058002799814,1,26.5,3.27714473299218,806.55,6.6927658919238,0,0, ,0, ,1,40.25,3.69511000386457,1020,6.92755790627832,1,32.8,3.4904285153901,855.65,6.75186141402346,0,1,1,0,1,1,1,1,0,1,25,1,1,1,0,1,0,1,1,1,0,0,0
0144-YKOEQZ-47I,3,3,0,25,3,January,17,4,1,0,0,1,0,66,4.18965474202643,3,6.1,1.260138,.231221238775616,2.765862,1.01735234045781,1,1,1,16,3,5,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,30,2,0,1,1,1,36,1,0,0,0,1,0,0,0,0,1,2,3,0,0,1,1,2,4,0,7,3,4,3,3,1,6,3,7,405.36,4,195.29,0,3,18,0,6.35,1.8484548129046,123.6,4.81705054502359,1,36.5,3.59731226058845,639.15,6.46013916861403,0,0, ,0, ,1,14.75,2.69124308278583,240,5.48063892334199,1,30.45,3.41608599415591,557.35,6.32319340883563,0,0,0,0,1,1,1,1,0,1,26,1,1,1,0,1,0,0,0,0,0,0,0
7915-XTMPOV-KMN,1,1,1,48,4,April,18,4,2,0,5,2,0,46,3.8286413964891,2,6.3,1.480878,.392635155120058,1.417122,.348628054391226,0,3,1,17,4,5,0,0,0,0,0,0,0,0,1,3,25,4,3,1,0,22,2,0,0,1,1,20,1,0,1,0,0,0,0,0,0,0,9,5,0,0,1,2,3,2,0,6,3,3,1,2,0,4,2,12,312.18,3,73.72,0,3,18,0,6.45,1.86408013080768,120.8,4.79413628550071,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,1,1,1,0,1,1,1,29,1,1,1,1,1,0,1,0,0,0,0,0
3451-IFSLIR-IY6,3,4,1,44,4,June,16,3,2,0,1,1,0,70,4.24849524204936,3,4.4,.66528,-.407547274312489,2.41472,.881583338353754,0,3,1,13,2,2,2,0,0,1,1,0,0,0,1,3,15,3,0,-1,-1,-1,-1,-1,0,8,4,27,0,0,0,0,0,0,1,1,0,0,9,3,0,0,1,3,1,4,1,1,1,1,3,1,0,1,1,6,198.13,6,151.08,0,3,1,0,1.75,.559615787935423,1.75,.559615787935423,1,16.75,2.81839825827108,16.75,2.81839825827108,1,37.2,3.6163087612791,37.2,3.6163087612791,0,0, ,0, ,1,32.7,3.48737507790321,32.7,3.48737507790321,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1
1279-NZUIEV-QK5,3,1,0,49,4,July,13,2,1,1,3,2,0,31,3.43398720448515,2,4.2,.662718,-.411405718645237,.639282,-.447409607401239,0,3,0,-1,-1,2,0,0,0,0,0,0,0,0,1,3,13,3,1,1,0,13.7,1,0,1,3,2,18,0,0,1,0,1,0,0,0,0,1,9,4,0,1,1,4,3,1,0,3,2,1,3,3,0,2,2,17,357.76,1,19.5,0,2,7,0,6.55,1.87946504964716,34.65,3.54529772563591,1,13,2.56494935746154,106.95,4.67236143552841,0,0, ,0, ,1,20.5,3.02042488614436,140,4.9416424226093,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,18,1,0,1,0,0,0,1,0,0,1,0,0
1324-NCYPKT-S21,2,3,1,70,6,May,20,5,2,0,5,2,0,66,4.18965474202643,3,15.6,4.252248,1.44744778427272,6.043752,1.79902501113979,0,5,1,16,3,3,2,0,0,0,0,0,0,2,1,1,47,5,2,1,0,36,2,0,1,5,3,25,0,0,0,0,1,0,0,0,0,0,9,4,0,0,1,3,2,4,1,26,5,4,1,2,0,17,5,11,363.67,4,176.05,1,2,54,0,10.95,2.39333945626251,660.9,6.49360254247641,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,0,0,4,0,0,0,0,0,1,21,1,1,1,0,1,1,1,0,0,0,0,0
7406-DHAGWP-Q8N,4,2,1,24,2,June,8,1,2,0,1,1,0,17,2.83321334405622,1,5.9,.301903,-1.19764950525346,.701097,-.355109027768529,0,2,1,9,1,4,1,1,0,0,0,0,0,0,1,2,4,2,5,1,0,10.5,1,0,1,1,1,16,1,0,0,0,1,0,0,0,0,0,9,3,1,0,0,5,3,2,0,7,3,1,3,3,1,4,2,16,397.85,5,211.32,0,3,16,0,4.6,1.52605630349505,78.3,4.36054760299676,1,24.25,3.18841661738349,364.75,5.8992121874029,1,38.5,3.65065824129374,570.3,6.34616253816249,1,5.75,1.74919985480926,65,4.17438726989564,0,0, ,0, ,0,1,1,0,1,1,1,1,0,1,20,1,1,1,0,1,0,1,1,1,0,0,0
7270-VFFKKK-IA4,1,4,0,47,4,June,19,4,1,1,9,3,0,76,4.33073334028633,4,18.8,3.343392,1.20698586050971,10.944608,2.3928469148926,0,4,0,-1,-1,1,7,2,0,0,0,0,0,5,0,2,9,3,2,1,1,50,3,0,0,10,5,31,0,0,0,0,0,0,0,1,0,1,9,3,0,0,1,1,4,1,0,9,3,2,3,2,0,6,3,14,514.87,8,413.42,1,1,28,1,5.6,1.7227665977411,149.45,5.00696188872995,1,28,3.3322045101752,776.65,6.65498979843392,1,57.6,4.05352256770185,1566.65,7.35669486067558,1,50.25,3.91701054693918,1485,7.3031700512368,1,67.65,4.2143473546168,1896.65,7.54784445106744,1,1,1,4,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,0,0,0,0
1544-QTSJCY-A59,2,3,0,36,4,January,18,4,2,0,1,1,0,97,4.57471097850338,4,3.9,2.281149,.824679263395941,1.501851,.406698347355945,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,12,3,6,1,1,52.2,3,1,0,1,1,21,1,1,0,0,1,0,0,1,0,0,9,1,1,1,1,1,1,2,0,10,3,4,1,1,0,4,2,16,976.8,7,288.15,0,2,30,1,4.6,1.52605630349505,133.6,4.89485026110255,1,21.75,3.07961375753469,647.75,6.47350481944222,1,42,3.73766961828337,1245.8,7.12753317282005,1,9.75,2.27726728500976,275,5.61677109766657,1,26.35,3.27146827498737,772.95,6.65021436344234,0,1,1,4,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,0,0,1,1
4959-NYYXHA-GMN,2,5,1,23,2,December,16,3,4,0,0,1,0,35,3.55534806148941,2,20.3,3.89354,1.35931876951494,3.21146,1.16672566239916,1,1,1,20,5,3,0,0,0,0,0,0,0,0,0,2,3,2,3,1,0,23.2,2,1,1,1,1,35,1,0,0,1,0,0,1,0,0,0,9,4,1,1,0,3,4,3,1,3,2,2,2,1,0,3,2,14,445.4,3,48.97,1,1,14,1,6.95,1.9387416595767,100.45,4.60966009126094,1,23.25,3.14630513203337,304.5,5.71867108714995,1,40.65,3.70499883599382,472.85,6.15877821346152,1,22.5,3.11351530921037,305,5.72031177660741,1,27.2,3.30321697330195,406.15,6.00672254949696,1,1,1,4,0,1,0,1,0,1,18,1,1,1,0,1,1,1,0,0,0,0,0
0490-NIIOCS-NBA,3,2,0,33,3,April,18,4,1,0,2,2,0,66,4.18965474202643,3,8.3,3.133416,1.14212378323855,2.344584,.852107987440546,1,1,0,-1,-1,1,4,1,3,0,0,0,0,0,1,3,7,2,1,1,1,28.9,2,1,0,5,3,25,0,0,0,0,1,0,0,0,0,0,9,2,1,1,0,2,3,3,0,15,4,4,4,3,0,15,4,7,131.38,7,181.45,0,3,38,0,12.95,2.56109578814555,480.65,6.17513935451182,0,0, ,0, ,1,61.2,4.11414718951828,2358.2,7.76565389514257,1,20.5,3.02042488614436,745,6.61338421837956,1,59.65,4.08849414854393,2235.45,7.71219782906291,1,1,1,4,0,0,1,1,1,1,26,1,1,1,1,1,1,1,1,1,1,0,0
8127-XWSRLA-YJH,1,2,0,56,5,January,10,1,4,0,27,5,0,157,5.05624580534831,5,10.8,8.630604,2.15531449105878,8.325396,2.11931060230277,0,3,1,13,2,4,1,0,1,0,0,0,0,0,1,1,33,5,4,1,1,58.6,3,0,0,1,1,24,1,0,0,0,1,0,0,1,0,1,9,7,1,0,0,4,4,4,1,21,5,3,1,1,1,18,5,14,823.79,2,77.77,1,2,46,0,9.6,2.26176309847379,405.2,6.00438077237453,1,22,3.09104245335832,957.65,6.86448236674867,0,0, ,0, ,1,10.25,2.32727770558442,395,5.97888576490112,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,25,1,1,1,0,1,0,0,0,1,0,0,0
6592-GQOCBM-JTY,2,2,1,78,6,September,17,4,2,1,7,3,1,14,2.63905732961526,1,9.3,.26691,-1.32084375605735,1.03509,.0344883794585724,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,7,2,3,0,0,6.3,1,1,0,1,1,26,1,0,1,1,0,1,0,0,0,0,9,4,1,0,0,3,4,4,1,4,2,4,4,2,0,4,2,14,303.19,3,30.93,1,2,12,1,3,1.09861228866811,47.1,3.85227300102237,0,0, ,0, ,1,21.15,3.05163990549229,241.55,5.48707649100042,0,0, ,0, ,0,0, ,0, ,0,0,0,3,0,0,0,0,1,1,22,0,1,1,0,1,1,1,0,0,0,0,0
1065-BWJXYQ-V5E,2,1,1,49,4,March,7,1,4,0,4,2,0,21,3.04452243772342,1,7.3,.262143,-1.3388651225898,1.270857,.239691476042835,0,1,1,12,2,3,8,3,0,0,0,0,0,5,1,3,14,3,1,1,1,10.8,1,1,0,8,4,28,1,0,0,0,0,0,0,1,0,0,9,4,0,0,0,2,1,2,0,17,5,3,1,4,0,15,4,8,258.57,8,249.92,1,3,35,0,9.3,2.23001440015921,289.75,5.66901848221986,0,0, ,0, ,1,19.45,2.96784707006446,672.6,6.51115079930617,0,0, ,0, ,0,0, ,0, ,1,0,0,1,0,0,0,0,0,1,13,1,1,1,0,1,1,1,0,0,0,0,0
6618-NDOUFC-UPO,4,4,0,52,5,June,17,4,2,0,7,3,0,38,3.63758615972639,2,7,.5187,-.656429597624782,2.1413,.761413121230034,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,24,4,2,1,1,26.1,2,0,0,1,1,21,1,1,0,0,0,0,0,1,0,0,9,3,0,0,0,4,1,1,0,32,5,2,2,2,0,23,5,6,132.7,2,36.39,1,3,67,0,9.15,2.21375387928743,597.55,6.39283796231289,1,40.5,3.70130197411249,2617.5,7.86997494274469,0,0, ,0, ,1,13.5,2.60268968544438,830,6.72142570079064,0,0, ,0, ,1,0,0,1,1,1,1,1,0,1,21,1,1,1,0,1,0,0,1,1,0,0,0
7165-XBBEDL-H2Y,5,5,0,61,5,April,17,4,1,0,15,4,1,10,2.30258509299405,1,18.4,.09384,-2.36616407463692,1.74616,.557419091248685,0,4,1,17,4,2,2,2,0,0,0,0,0,0,1,1,16,4,2,1,0,5.6,1,0,0,1,1,38,1,0,0,1,0,0,1,1,0,0,9,2,1,0,1,4,4,4,0,29,5,2,4,2,0,19,5,10,93.54,1,18.26,0,3,61,0,20.35,3.0130809118886,1267.3,7.14464393208802,0,0, ,0, ,0,0, ,0, ,1,23.75,3.16758253048065,1350,7.20785987143248,0,0, ,0, ,1,0,0,4,0,0,0,0,1,1,26,1,1,1,0,1,0,1,0,1,0,0,0
5645-HXJQGX-G5C,1,3,1,21,2,February,15,3,2,0,0,1,0,24,3.17805383034795,1,16,1.62816,.487450542849456,2.21184,.79382474831339,1,1,0,-1,-1,3,2,2,0,0,0,0,0,0,1,3,0,1,1,1,0,13.9,1,1,0,4,3,27,1,0,1,1,0,0,0,0,0,0,9,6,1,0,1,2,3,2,0,3,2,1,3,3,0,2,2,8,160.76,8,204.49,0,1,4,0,3.55,1.26694760348732,15.05,2.71137799119489,1,16.75,2.81839825827108,58.75,4.07329115302427,0,0, ,0, ,1,30.75,3.42588999425253,95,4.55387689160054,0,0, ,0, ,0,0,1,1,0,1,1,0,0,1,15,1,0,1,0,1,1,1,0,0,0,0,0
3205-RLFANE-F8N,2,3,0,25,3,June,12,2,5,0,4,2,0,19,2.94443897916644,1,4.8,.252624,-1.3758530617026,.659376,-.416461345731178,1,4,0,-1,-1,1,6,2,4,0,0,0,0,0,0,2,3,2,3,1,0,11,1,1,0,1,1,19,1,0,0,1,0,0,0,0,0,0,9,2,1,0,1,2,3,3,0,7,3,3,1,1,0,7,3,9,119.41,2,42.18,1,1,33,0,9.6,2.26176309847379,312.5,5.74460446917646,1,19.5,2.9704144655697,614.75,6.4212156810963,0,0, ,0, ,1,13.75,2.62103882411258,405,6.00388706710654,0,0, ,0, ,0,0,0,0,1,1,0,1,0,1,17,1,1,1,0,0,1,1,0,0,0,0,0
0639-AWCJZD-NVF,1,2,1,70,6,October,13,2,2,0,8,3,1,9,2.19722457733622,1,15.1,.456624,-.783894983849926,.902376,-.102723994336697,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,3,23,4,2,0,1,5.8,1,0,0,1,1,26,1,0,0,0,0,0,0,0,0,0,9,6,0,0,1,2,3,4,0,25,5,3,3,1,1,15,4,13,187.49,7,98.94,0,2,47,0,18.9,2.9391619220656,931.25,6.83652776969377,1,23.5,3.15700042115011,1153.6,7.05064276653068,0,0, ,0, ,1,20.75,3.03254624667671,960,6.86693328446188,0,0, ,0, ,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5108-FDPWWG-WO0,2,2,1,63,5,March,15,3,6,0,22,5,1,49,3.89182029811063,2,14.1,2.162517,.771272821064674,4.746483,1.55740392274687,0,2,1,14,2,3,0,0,0,0,0,0,0,0,0,2,37,5,1,1,1,28.2,2,1,0,5,3,23,0,0,0,1,1,1,0,0,0,0,3,3,0,1,0,3,2,2,0,37,5,1,2,3,0,28,5,18,606.49,1,24.87,1,3,70,0,32.1,3.46885603013597,2219.65,7.70510480477939,1,34.5,3.54095932403731,2421.55,7.79216310998857,0,0, ,0, ,1,19.5,2.9704144655697,1300,7.17011954344963,0,0, ,0, ,0,0,0,0,0,0,0,1,0,1,14,1,1,1,0,0,0,0,0,1,0,0,0
0342-ZGHGJT-9OL,2,4,1,33,3,February,14,2,5,0,8,3,0,31,3.43398720448515,2,7.8,.631098,-.460294119466843,1.786902,.580483394158666,0,3,0,-1,-1,1,6,0,0,0,0,0,0,6,0,2,12,3,4,1,1,15.1,1,0,1,1,1,25,1,0,0,0,0,0,0,0,0,1,9,3,0,0,0,4,1,4,0,5,2,1,2,2,1,3,2,15,288.79,5,178.56,0,1,8,1,4.2,1.43508452528932,35.3,3.56388296393925,0,0, ,0, ,1,28.45,3.34814816057234,177.5,5.17897060891547,1,36,3.58351893845611,245,5.50125821054473,0,0, ,0, ,0,0,1,3,0,1,0,1,0,1,15,1,1,0,0,1,0,0,0,0,0,0,1
1889-TEMGVP-F4B,2,3,1,58,5,January,12,2,2,0,5,2,0,44,3.78418963391826,2,4.1,.503316,-.686537075520339,1.300684,.262890279943244,0,3,0,-1,-1,1,5,0,0,0,0,0,0,5,1,1,17,4,0,-1,-1,-1,-1,-1,1,3,2,26,0,0,1,0,0,0,0,0,0,0,9,4,0,0,0,4,1,2,0,21,5,3,2,2,1,14,4,8,321.49,6,172.21,0,2,39,0,16,2.77258872223978,652.1,6.48019792439916,1,19.75,2.98315349134713,738.75,6.60495956872031,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,1,0,0,1,0,1,1,0,1,22,1,1,1,0,0,0,1,0,0,0,0,0
7452-LHMCQF-Q3J,1,1,1,76,6,January,11,1,2,0,7,3,1,9,2.19722457733622,1,3.1,.130572,-2.03583048022526,.148428,-1.90765528680126,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,33,5,0,-1,-1,-1,-1,-1,1,4,3,26,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,2,3,2,0,26,5,3,1,3,0,13,4,3,59.34,3,43.99,1,1,39,0,9.35,2.2353763433006,329.35,5.7971210150867,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,1,0,0,0,0,0,1,23,0,0,0,0,1,0,0,0,0,0,0,0
1123-TFVLIA-C6F,1,1,1,79,6,January,21,5,2,0,13,4,1,9,2.19722457733622,1,13.4,.465516,-.764608811212313,.740484,-.300451252530001,0,4,0,-1,-1,1,13,0,0,2,0,3,0,8,0,1,32,5,1,1,1,5.3,1,1,0,4,3,24,0,0,1,1,0,0,0,0,0,0,9,1,1,1,1,3,2,3,0,30,5,4,1,4,1,22,5,7,110.72,6,86.39,0,2,65,0,30.75,3.42588999425253,2063.95,7.63237690150183,0,0, ,0, ,0,0, ,0, ,1,14.5,2.67414864942653,900,6.80239476332431,0,0, ,0, ,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4050-QDYQAT-KRZ,4,5,0,36,4,February,15,3,3,0,7,3,0,39,3.66356164612965,2,8,.43368,-.835448344030054,2.68632,.988172227266985,0,2,1,14,2,2,7,0,0,0,0,0,0,7,0,1,7,2,1,1,1,11.9,1,1,0,8,4,27,0,0,1,0,1,0,0,1,0,1,9,4,0,1,1,1,3,4,0,13,4,2,4,4,0,7,3,4,123.52,5,174.19,0,3,24,0,6.6,1.88706964903238,160.45,5.07798236755587,1,28.75,3.35863776724336,636.8,6.45645563453017,0,0, ,0, ,1,14.25,2.65675690671466,350,5.85793315448346,0,0, ,0, ,0,1,1,0,1,1,1,1,0,1,25,1,1,1,0,0,0,1,0,0,0,1,1
6738-QPDWSF-94T,5,2,1,43,4,June,17,4,3,0,8,3,0,115,4.74493212836325,4,19.8,8.12889,2.09542438287315,14.64111,2.68383332533113,1,4,1,13,2,5,1,1,0,0,0,0,0,0,1,1,16,4,4,1,1,50.8,3,0,0,1,1,16,1,0,0,1,0,0,0,1,0,0,9,2,1,1,1,4,4,4,1,9,3,3,2,4,1,7,3,6,185.15,4,89.33,1,2,20,0,11.45,2.43798973000025,214.15,5.36667670406138,1,19,2.94443897916644,367.2,5.90590665874634,0,0, ,0, ,1,15.25,2.72457950305342,305,5.72031177660741,1,30.75,3.42588999425253,625.6,6.4387111892311,0,1,1,0,1,1,1,1,1,1,16,1,1,1,1,0,1,0,0,0,1,0,0
5818-QGNWFO-WG9,4,2,0,33,3,April,14,2,5,0,12,4,0,36,3.58351893845611,2,5.2,1.71288,.538176164348785,.15912,-1.83809664443642,0,3,1,11,1,4,1,1,0,0,0,0,0,0,0,2,9,3,3,1,1,14.8,1,0,1,1,1,23,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,1,3,2,0,9,3,4,3,3,1,5,2,11,482.63,6,277.92,0,1,19,0,4.5,1.50407739677627,80.05,4.38265143944272,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,0,0,2,0,0,0,0,0,1,19,1,1,1,0,1,0,0,0,0,0,0,0
4127-FXKNGV-3HP,3,3,1,44,4,June,11,1,6,1,17,5,0,62,4.12713438504509,3,5.3,.456754,-.783610326236369,2.829246,1.04001024506067,0,1,0,-1,-1,1,7,0,0,0,0,0,0,7,0,2,15,3,2,1,1,29.7,2,0,1,1,1,23,1,0,0,0,0,0,0,1,0,0,9,3,0,0,0,2,3,2,0,23,5,4,4,1,1,22,5,12,398.53,12,382.68,1,2,58,0,30,3.40119738166216,1655.15,7.4116469181452,1,18.75,2.93119375241642,975.55,6.88300141451591,0,0, ,0, ,1,12,2.484906649788,595,6.38856140554563,0,0, ,0, ,1,0,1,0,1,1,1,0,0,1,16,1,1,1,0,1,0,0,0,1,0,0,0
1226-LBGDPO-XZ6,4,2,0,71,6,September,11,1,2,0,9,3,1,11,2.39789527279837,1,4.7,.140107,-1.96534886257614,.376893,-.975793951447187,0,4,1,12,2,2,0,0,0,0,0,0,0,0,0,2,30,5,2,0,1,7.2,1,0,0,1,1,24,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,2,3,2,1,38,5,4,4,4,0,29,5,12,279.19,1,27.03,0,2,71,0,27.7,3.32143241319329,1928.45,7.56447185042599,1,42.25,3.74360435380318,2887.35,7.96809440542875,0,0, ,0, ,1,19.75,2.98315349134713,1385,7.23345541862144,1,38.8,3.65842024662923,2730.4,7.9122033975925,1,1,0,1,1,1,1,1,0,1,15,1,1,1,0,1,1,1,0,1,0,0,0
1185-HDYZLU-09O,5,4,1,68,6,May,11,1,2,0,11,4,1,11,2.39789527279837,1,3.6,.074844,-2.59234933165015,.321156,-1.13582829259438,0,5,1,14,2,2,4,3,0,0,1,0,0,0,0,2,24,4,0,-1,-1,-1,-1,-1,0,4,3,29,0,0,0,1,0,0,0,0,0,0,9,4,0,1,1,2,4,4,0,29,5,4,3,2,0,25,5,8,308.83,6,134.81,1,1,62,0,12.15,2.49732916978656,687.1,6.53247984203703,0,0, ,0, ,0,0, ,0, ,1,30,3.40119738166216,1940,7.57044325205737,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0
6572-WBWIQP-FTE,3,3,1,57,5,September,13,2,6,1,17,5,1,29,3.36729582998647,2,3.5,.4466,-.806091939576079,.5684,-.564929882759191,0,3,1,13,2,2,4,0,0,0,0,0,0,4,1,3,33,5,4,1,0,15.4,1,1,0,1,1,26,1,0,0,0,0,0,0,0,0,1,9,6,1,0,1,2,4,3,0,4,2,3,4,4,0,3,2,6,195.36,2,48.83,0,2,11,1,5.05,1.61938824328727,57.15,4.04567939024082,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,1,1,21,1,1,1,0,0,0,0,0,0,0,0,0
0740-RKMLMA-841,1,4,0,41,4,December,14,2,2,1,1,1,0,17,2.83321334405622,1,15.1,.480029,-.733908760238547,2.086971,.735713732454677,0,1,1,13,2,5,0,0,0,0,0,0,0,0,0,2,21,4,2,0,1,6.5,1,0,1,4,3,33,1,0,0,1,1,0,0,1,0,0,9,5,0,0,1,3,2,2,0,3,2,4,4,1,0,2,2,10,180.51,9,100.18,1,3,12,0,3.65,1.2947271675944,38.35,3.64675452781327,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,1,0,0,0,0,0,1,23,1,1,0,0,1,0,0,0,0,0,0,0
1387-YTTEPG-UWM,5,5,0,66,6,January,13,2,6,0,25,5,1,18,2.89037175789616,1,16.6,.236052,-1.44370315924454,2.751948,1.01230902454374,0,5,1,15,3,2,2,2,0,0,0,0,0,0,0,2,16,4,2,1,0,8.5,1,1,0,1,1,35,1,0,0,1,0,0,0,0,0,0,9,2,0,1,0,2,2,3,0,7,3,4,1,4,0,6,3,17,435.76,9,176.25,0,2,18,0,5.3,1.66770682055808,70.15,4.25063580654847,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,0,0,0,0,0,0,0
2726-JQACBX-VTZ,3,4,0,31,3,February,12,2,2,0,4,2,0,27,3.29583686600433,2,6.3,.726327,-.319754952339788,.974673,-.0256532488536727,0,5,1,15,3,5,6,1,0,0,0,0,0,5,1,1,5,2,5,1,0,11.3,1,1,0,1,1,24,1,0,0,0,0,0,0,0,0,0,3,4,0,0,1,3,1,3,0,13,4,4,1,4,0,13,4,5,68.98,1,22.46,0,3,44,0,15.1,2.71469474382088,712.85,6.56927101959997,1,34.25,3.53368656470823,1450.3,7.2795257105662,0,0, ,0, ,1,8,2.07944154167984,365,5.89989735358249,0,0, ,0, ,0,0,0,1,1,1,1,1,0,1,22,1,1,1,0,1,0,0,0,0,0,0,0
6495-YYHFOG-2ZD,3,2,1,61,5,February,18,4,6,0,25,5,0,274,5.61312810638807,5,5.4,5.430132,1.69196344304264,9.365868,2.23707201713225,0,3,1,13,2,2,0,0,0,0,0,0,0,0,0,1,29,5,1,1,1,87.4,3,0,0,1,1,20,1,0,0,1,0,1,0,0,0,0,9,4,0,0,1,4,4,3,0,31,5,3,4,2,0,20,5,16,996.6,6,226.22,0,2,61,0,21.2,3.05400118167797,1271.65,7.14807054880467,1,38.75,3.65713075579936,2398.75,7.78270304732191,0,0, ,0, ,1,12,2.484906649788,745,6.61338421837956,1,31.75,3.4578927253387,1818.7,7.50587723913297,1,1,1,0,1,1,1,1,1,1,24,1,1,1,1,1,0,0,0,1,0,0,0
