Age,Months_as_a_Customer,Number_of_Products,RFM_Score,Average_Balance_Feed_Index,Number_of_Transactions,Personal_Debt_to_Equity_Ratio,Months_Current_Account,Number_of_Loan_Accounts,Customer_ID,Has_Bad_Payment_Record,Members_Within_Household,Number_of_Call_Center_Contacts,Gender,Marital_Status,Age_Youngest_Child,Number_of_Workers_in_Household,Percentage_White_Collar_Workers,Household_Debt_to_Equity_Ratio,Income,Weeks_Since_Last_Offer,Homeowner,Accepted_Personal_Loan,Accepted_Retention,Accepted_Home_Equity_Loan,Accepted_Credit_Card,Annual_value,Interested_in_Personal_Loan,Interested_in_Retention,Interested_in_Home_Equity_Loan,Interested_in_Credit_Card
21,24,2,8.445667,279,1,21,15,1,35935,0,6,9,F,S,0,6,38,55,53769,38,T,F,F,F,F,160,F,F,F,F
46,24,0,0,0,0,46,23,2,35960,0,3,8,M,M,17,10,24,64,67397,49,T,F,F,T,F,200,F,T,F,F
48,12,5,11.929657,63,3,48,9,2,35636,0,6,10,F,M,22,10,21,68,59227,46,T,F,F,F,F,350,F,F,F,F
26,36,3,11.52599,126,2,26,24,3,36001,0,3,11,M,S,0,19,16,64,40494,18,F,F,F,F,F,390,F,F,F,T
23,12,0,0,0,0,23,9,0,36144,0,1,11,F,S,0,7,33,58,65263,2,F,F,F,F,F,0,F,T,F,F
16,36,23,18.391743,459,11,16,33,0,35928,0,4,11,F,S,0,7,43,49,67905,27,F,F,T,F,F,690,F,F,F,F
40,12,0,0,0,0,40,9,0,35995,0,6,7,F,S,10,11,43,45,56824,18,T,F,F,F,F,0,F,F,T,F
28,12,4,9.525657,159,2,28,6,3,35823,0,5,0,F,S,0,10,28,60,56069,42,F,F,T,F,F,420,F,F,F,F
23,24,0,0,0,0,23,21,2,36476,0,4,10,M,S,0,8,32,59,79747,21,F,F,F,F,F,200,F,F,F,F
41,24,0,0,0,0,41,14,0,36046,0,3,10,F,U,11,13,33,52,46755,6,T,F,F,F,F,0,F,T,F,F
26,48,0,0,0,0,26,36,0,36196,0,6,10,M,S,0,4,30,64,40287,5,F,F,F,F,T,0,F,F,F,F
39,24,3,10.742323,209,2,39,13,1,36256,0,4,10,F,M,12,9,29,61,62091,16,T,F,F,F,F,190,F,F,F,F
34,24,3,12.194667,128,2,34,11,0,36560,0,3,10,M,U,4,10,20,69,65343,25,F,F,F,F,F,90,F,F,F,F
43,0,1,0,0,0,43,-1,1,36431,0,3,9,M,M,13,9,38,51,38650,23,F,F,F,F,F,130,F,F,F,F
37,36,0,0,0,0,37,34,0,36497,0,2,7,F,S,7,4,36,58,55328,25,T,F,F,T,F,0,F,F,F,F
32,48,0,0,0,0,32,39,1,36407,0,3,10,F,U,9,11,31,56,52239,15,T,F,T,F,F,100,F,F,F,T
33,36,0,0,0,0,33,35,1,36421,0,1,9,F,S,5,9,42,47,65852,18,F,F,F,F,T,100,F,F,T,F
42,24,0,0,0,0,42,15,0,36581,0,1,8,M,M,12,17,25,56,60979,22,F,F,F,F,F,0,F,F,F,F
42,36,0,0,0,0,42,32,0,36640,0,6,10,M,S,9,14,34,50,57317,44,T,F,T,F,T,0,F,F,F,F
27,24,1,10.415667,49,1,27,17,2,36706,0,4,11,F,S,0,9,47,42,56084,5,T,F,F,F,F,230,T,F,F,F
40,24,0,0,0,0,40,17,0,36755,0,1,11,M,M,9,9,17,73,34229,49,F,F,F,F,F,0,F,F,F,F
45,36,0,0,0,0,45,30,0,18150,0,2,9,M,S,18,9,39,51,36431,51,F,F,F,F,F,0,F,F,F,F
36,24,0,0,0,0,36,23,1,18452,0,5,10,M,U,7,13,34,52,54575,41,F,F,F,T,F,100,F,F,F,F
34,12,2,0,0,0,34,0,0,18468,0,5,10,M,S,7,13,18,67,56482,16,F,F,F,T,F,60,F,F,F,F
54,0,0,0,0,0,54,-5,2,18552,0,6,9,M,M,26,13,32,53,67867,28,F,F,F,F,F,200,T,F,F,F
55,12,0,0,0,0,55,5,0,18636,0,2,9,M,S,30,8,27,63,37103,18,F,T,F,F,F,0,F,T,F,T
36,24,0,0,0,0,36,18,1,18956,0,1,10,M,M,6,12,38,49,65732,3,T,F,F,F,F,100,T,F,F,F
39,12,0,0,0,0,39,5,0,19038,0,4,10,M,U,4,10,20,69,65343,5,F,F,F,F,F,0,F,F,F,F
36,36,0,0,0,0,36,28,0,19188,0,2,10,M,S,5,7,39,52,55425,5,F,F,T,F,F,0,F,F,F,F
22,12,5,7.815667,149,1,22,8,1,19220,0,6,11,M,S,0,14,32,53,63861,37,F,F,F,F,F,250,F,F,F,F
37,24,0,0,0,0,37,15,2,19256,0,3,8,F,U,11,10,35,54,33115,49,T,F,F,F,F,200,F,F,F,F
62,12,0,0,0,0,62,5,0,20015,0,7,9,F,U,33,11,14,73,52907,6,T,F,F,F,T,0,F,F,F,T
35,0,0,0,0,0,35,-4,0,24179,0,5,9,F,S,3,9,31,59,36982,38,F,F,F,F,F,0,T,F,F,F
59,36,0,0,0,0,59,35,1,26216,0,6,11,F,S,31,8,32,58,46235,23,T,F,F,F,F,100,F,F,F,F
51,0,0,0,0,0,51,-3,1,24366,0,7,11,M,U,25,22,49,27,43990,47,F,F,F,F,F,100,F,F,T,F
28,0,0,0,0,0,28,-5,2,24398,0,6,10,F,S,2,18,34,46,56174,24,T,F,F,F,F,200,F,F,F,T
31,24,3,8.657323,124,2,31,21,1,26493,0,6,9,M,U,1,10,27,61,60244,15,F,F,F,F,F,190,F,F,T,T
47,24,4,9.640647,174,3,47,19,3,37298,0,2,8,F,S,20,12,34,52,69063,11,T,F,F,F,F,420,F,F,F,F
32,12,0,0,0,0,32,0,6,37387,0,3,9,M,S,0,15,46,37,53115,3,F,T,F,F,F,600,F,F,F,F
44,24,0,0,0,0,44,23,0,24647,0,2,10,M,M,15,7,41,50,68536,45,F,T,T,F,F,0,F,F,F,T
39,24,0,0,0,0,39,19,1,37546,0,5,8,F,U,12,11,33,54,38183,23,F,F,T,F,F,100,F,F,T,F
33,36,3,11.948657,182,2,33,35,1,37664,0,6,6,F,U,3,3,28,67,34557,37,F,F,F,F,F,190,F,F,T,F
24,0,0,0,0,0,24,-4,0,37832,0,2,6,M,S,0,4,30,64,40287,32,F,F,F,F,F,0,F,F,F,F
52,36,4,11.09497,95,3,52,25,2,38048,0,3,9,M,M,24,4,36,58,50062,8,F,T,F,F,F,320,F,F,F,F
37,24,4,11.181323,148,3,37,11,4,38107,0,1,9,M,U,9,10,45,43,50636,28,F,F,F,F,F,520,F,F,F,F
29,24,0,0,0,0,29,18,1,25017,0,3,8,F,S,0,14,39,45,49921,44,F,F,F,F,F,100,F,F,F,F
44,24,5,12.69398,294,3,44,20,2,25033,0,4,10,F,S,15,10,42,46,59364,1,F,F,F,F,F,350,F,F,F,F
34,12,6,8.492333,759,1,34,6,1,25067,0,1,5,M,U,2,5,26,68,65971,23,F,F,F,F,F,280,F,F,F,F
82,48,0,0,0,0,82,40,2,25216,0,3,9,M,M,57,6,29,64,68995,47,F,F,F,F,F,200,F,F,F,F
39,12,3,7.449,149,1,39,8,3,25336,0,2,11,F,M,12,12,24,63,75090,21,F,F,F,F,F,390,F,F,F,F
38,24,0,0,0,0,38,12,0,25436,0,5,9,F,S,10,11,43,45,56824,40,T,F,F,F,F,0,F,F,F,F
51,24,0,0,0,0,51,18,1,25553,0,5,9,M,S,24,9,30,59,42359,15,F,T,F,F,F,100,F,F,F,F
47,12,0,0,0,0,47,6,1,25568,0,4,10,M,M,17,10,22,66,45078,26,T,F,F,F,F,100,F,F,F,F
25,36,2,8.836657,70,1,25,29,4,38382,0,5,11,M,S,0,15,34,50,26710,46,F,F,F,F,F,460,F,F,F,F
40,36,2,7.665667,199,1,40,28,1,25717,0,2,7,M,M,11,15,39,44,44206,7,F,F,F,F,F,160,F,F,F,F
38,36,0,0,0,0,38,28,2,25936,0,5,9,M,U,10,9,36,54,63958,30,F,F,F,F,F,200,F,F,F,T
30,24,0,0,0,0,30,17,1,26085,0,2,8,F,S,0,6,25,67,39207,26,T,T,F,F,F,100,F,F,F,F
63,36,38,28.398279,199,22,63,30,2,15435,0,5,0,M,U,34,9,32,58,57049,22,T,F,F,F,T,1340,F,T,F,F
39,36,0,0,0,0,39,27,4,15487,0,1,9,M,U,9,10,45,43,50636,9,F,F,F,T,F,400,F,F,F,F
27,24,0,0,0,0,27,15,0,15655,0,6,9,M,S,0,18,18,63,52174,18,T,F,F,F,F,0,F,F,F,F
42,0,0,0,0,0,42,-4,0,15894,0,5,9,M,M,12,17,25,56,60979,41,T,F,F,T,F,0,F,F,F,F
43,36,0,0,0,0,43,32,1,26942,0,6,9,F,S,12,14,28,56,45887,47,F,F,T,F,F,100,F,F,F,F
41,36,0,0,0,0,41,23,0,26983,0,3,7,F,U,9,19,41,39,42868,47,T,F,F,F,F,0,F,F,F,F
19,0,1,0,0,0,19,-3,0,27076,0,4,0,M,S,0,15,31,52,42752,1,T,F,T,F,F,30,F,F,F,F
43,24,0,0,0,0,43,19,2,27183,0,2,11,F,M,12,13,29,56,54949,20,F,T,F,F,F,200,F,F,F,F
38,12,0,0,0,0,38,9,1,27208,0,5,9,F,U,10,11,40,47,57860,24,T,T,F,F,F,100,F,F,F,F
32,36,4,9.348,248,2,32,23,4,27262,0,6,8,M,M,4,15,34,49,49274,20,F,F,F,F,F,520,F,F,F,F
25,12,0,0,0,0,25,9,1,4148,0,2,10,F,S,0,11,18,69,43220,44,F,T,F,F,F,100,F,T,F,F
41,36,6,12.46099,461,5,41,33,1,38791,0,4,0,F,M,12,9,29,61,62091,9,T,F,F,F,F,280,F,F,F,F
44,24,0,0,0,0,44,15,0,31493,0,3,11,F,S,16,8,42,48,60017,17,F,F,F,F,F,0,F,F,F,F
39,48,0,0,0,0,39,36,1,31544,0,6,0,M,M,11,15,39,44,44206,41,F,F,F,T,F,100,F,F,T,F
47,24,25,27.895653,663,21,47,20,2,31500,0,2,5,F,M,15,10,43,45,55197,37,T,F,F,F,F,950,F,F,F,F
46,48,0,0,0,0,46,40,1,31502,0,5,0,F,S,11,11,37,50,36149,20,F,F,F,F,F,100,F,F,F,F
33,24,6,10.903263,70,3,33,14,1,31601,0,6,7,M,U,3,9,24,65,55998,28,F,F,F,T,F,280,F,F,F,F
61,0,0,0,0,0,61,-6,0,31616,0,3,10,F,U,29,10,25,63,42949,7,F,F,F,F,F,0,F,T,F,F
47,0,0,0,0,0,47,-3,1,31596,0,6,11,F,M,20,9,19,70,43542,9,F,F,F,F,F,100,F,F,F,F
56,0,0,0,0,0,56,-6,4,31707,0,7,8,M,M,26,20,23,56,41102,4,F,F,F,F,F,400,F,F,F,F
30,24,1,7.815667,349,1,30,14,0,31843,0,5,10,F,S,0,7,27,64,37502,9,F,F,F,F,F,30,F,F,F,F
27,36,0,0,0,0,27,25,4,42512,0,1,1,F,S,0,16,32,50,50159,7,F,F,F,F,F,400,F,F,F,F
39,12,0,0,0,0,39,8,0,42541,0,1,9,M,M,12,17,25,56,60979,49,F,F,F,F,F,0,F,T,F,F
43,36,0,0,0,0,43,28,1,42703,0,3,9,M,U,17,17,36,46,51926,1,F,F,F,F,F,100,F,T,F,F
40,36,3,8.363313,130,2,40,25,1,42907,0,6,11,M,M,13,9,38,51,38650,13,F,F,F,F,T,190,F,F,F,F
44,0,0,0,0,0,44,-4,0,42976,0,4,9,M,U,14,11,43,45,48564,23,F,F,F,F,T,0,F,F,F,F
25,12,0,0,0,0,25,0,0,42803,0,1,7,F,S,0,7,43,49,67905,52,T,F,F,F,F,0,F,T,F,F
31,0,0,0,0,0,31,-6,1,42864,0,1,11,F,M,4,8,40,51,52002,36,F,T,F,F,T,100,F,F,F,F
33,12,0,0,0,0,33,6,0,42951,0,5,7,F,S,0,7,33,58,65263,11,T,F,F,F,F,0,F,T,T,T
39,12,0,0,0,0,39,10,0,43048,0,4,0,M,U,11,16,39,43,75147,25,F,F,F,F,F,0,F,F,F,F
37,36,0,0,0,0,37,24,1,43062,0,4,0,M,S,6,7,35,57,47171,20,T,F,F,T,F,100,F,F,F,F
40,24,3,11.322323,89,2,40,16,1,43121,0,1,9,F,S,9,8,34,57,51244,11,T,T,F,F,F,190,F,F,T,F
66,24,0,0,0,0,66,13,1,43246,0,6,11,M,U,36,20,26,53,60629,47,F,F,F,F,F,100,F,F,F,T
45,48,0,0,0,0,45,37,0,43269,0,3,0,F,U,16,8,38,52,47326,34,T,F,F,F,F,0,F,F,F,F
45,12,4,11.751323,118,3,45,6,0,43118,0,4,9,M,U,14,11,43,45,48564,11,F,F,F,F,F,120,F,F,F,F
36,36,0,0,0,0,36,24,0,43360,0,6,9,F,S,3,9,31,59,36982,39,F,F,F,F,F,0,F,F,F,F
24,36,18,20.724007,558,14,24,25,0,43383,0,4,7,M,S,0,15,31,52,42752,15,T,F,F,T,F,540,F,F,F,F
50,36,6,9.692803,60,3,50,35,2,43416,0,5,11,F,M,21,13,25,60,43036,47,F,F,F,F,F,380,F,F,T,F
36,36,0,0,0,0,36,26,1,43549,0,4,10,F,U,2,9,19,71,50752,31,F,F,T,T,T,100,F,F,F,F
34,0,9,0,0,0,34,-2,0,43353,0,1,11,M,S,5,7,39,52,55425,27,T,F,F,F,F,270,F,F,F,F
42,12,0,0,0,0,42,0,0,43412,0,6,8,F,S,13,11,27,61,54716,41,F,F,F,F,F,0,F,F,T,F
41,36,1,9.089,89,1,41,26,5,43453,0,6,10,M,S,10,15,37,47,33741,45,F,F,F,F,F,530,F,F,F,F
38,24,0,0,0,0,38,22,1,43724,0,1,9,F,U,14,6,36,57,59099,18,F,F,F,T,F,100,F,F,F,F
43,36,0,0,0,0,43,23,3,43768,0,1,0,M,U,13,11,35,53,56146,13,F,F,F,F,F,300,F,F,F,F
28,24,3,12.48899,189,2,28,20,1,43573,0,2,11,F,S,0,14,39,45,49921,33,F,F,F,T,F,190,F,F,F,T
30,48,0,0,0,0,30,40,1,43648,0,4,8,F,S,0,10,36,52,43935,33,F,T,T,F,F,100,F,T,F,F
44,36,0,0,0,0,44,27,5,43698,0,6,8,F,S,15,12,51,36,49729,12,F,F,F,F,F,500,F,F,F,F
61,0,6,0,0,0,61,-1,1,43808,0,2,0,M,S,34,16,32,50,47294,43,T,F,F,F,F,280,F,F,F,F
60,12,2,8.400313,67,2,60,9,0,43827,0,2,8,F,U,30,12,36,51,42810,18,T,F,F,F,T,60,F,F,F,T
62,48,0,0,0,0,62,35,4,43841,0,7,11,F,U,32,12,43,43,45944,2,F,F,F,F,F,400,F,F,F,F
24,0,0,0,0,0,24,-2,3,43893,0,5,11,F,S,0,10,28,60,56069,13,F,T,F,F,F,300,F,F,F,F
18,12,0,0,0,0,18,9,1,43944,0,1,10,M,S,0,16,26,56,54243,51,F,F,F,F,F,100,F,F,F,F
26,0,9,0,0,0,26,-2,2,43737,0,1,8,M,S,0,14,29,55,69766,30,F,F,F,F,F,470,F,F,F,F
51,0,0,0,0,0,51,-5,1,4541,0,4,11,M,U,19,13,26,59,52733,41,F,F,F,F,F,100,F,F,F,F
39,0,0,0,0,0,39,-6,0,4571,0,3,10,F,S,9,12,41,45,37443,20,F,F,F,F,F,0,F,F,F,F
18,24,2,10.868323,35,1,18,18,0,4605,0,6,10,M,S,0,18,18,63,52174,42,F,T,F,F,F,60,F,T,F,F
46,24,0,0,0,0,46,18,1,4675,0,4,10,F,U,16,9,27,62,61352,13,F,F,T,F,F,100,F,T,F,F
56,24,0,0,0,0,56,20,0,4816,0,4,0,M,S,26,8,31,59,33597,18,F,F,F,F,T,0,F,F,F,T
38,12,0,0,0,0,38,5,1,4855,0,1,10,F,M,8,9,20,69,54304,34,F,F,F,F,F,100,F,F,F,F
33,24,0,0,0,0,33,20,1,31913,0,1,7,M,S,1,7,26,65,52075,9,T,F,T,F,F,100,F,F,F,F
41,36,3,13.130667,64,1,41,25,0,31972,0,6,11,M,S,14,15,45,39,28742,50,F,F,F,F,F,90,F,F,F,F
29,24,22,18.34391,544,11,29,17,1,32013,0,4,11,M,S,0,21,35,43,50285,3,F,F,F,F,F,760,T,F,F,F
31,12,0,0,0,0,31,9,2,22096,0,1,8,F,S,0,17,33,49,32093,44,F,F,T,F,F,200,T,F,F,F
32,24,0,0,0,0,32,23,1,44060,0,2,10,M,M,1,8,25,66,35879,32,F,F,F,F,T,100,F,T,F,F
53,24,14,20.830538,664,14,53,17,1,43971,0,3,11,F,M,25,11,18,70,60252,43,F,F,F,F,F,520,F,F,F,F
13,12,0,0,0,0,13,10,1,36832,0,5,0,M,S,0,14,32,53,49255,28,F,F,F,F,T,100,F,F,F,F
30,36,2,7.929,129,1,30,34,0,37037,0,2,10,M,S,0,15,31,52,42752,1,T,F,F,F,T,60,F,F,F,F
46,48,0,0,0,0,46,38,0,36931,0,5,9,F,M,19,11,29,59,66989,26,F,T,F,F,F,0,F,F,F,F
37,0,0,0,0,0,37,-4,1,36966,0,2,11,F,M,6,16,29,53,42469,22,F,F,F,T,F,100,F,F,F,F
45,0,0,0,0,0,45,-4,0,37109,0,2,9,F,S,15,16,36,47,51428,24,F,F,F,T,F,0,F,F,F,F
35,12,2,7.982333,249,1,35,6,0,37085,0,3,11,M,S,8,9,22,67,36405,29,F,F,F,F,T,60,F,F,F,F
26,12,37,22.640038,474,15,26,8,0,47851,0,2,10,M,S,0,18,18,63,52174,20,F,T,T,F,T,1110,F,T,F,F
37,36,1,8.445667,179,1,37,34,0,47830,0,4,11,F,U,13,9,35,54,63632,35,T,F,F,F,T,30,F,F,F,F
64,24,3,7.812333,179,1,64,19,0,47973,0,4,9,M,S,33,12,31,55,62947,26,F,F,F,F,F,90,F,F,F,F
62,0,0,0,0,0,62,-5,1,48046,0,4,0,M,M,34,9,32,57,52217,32,F,F,F,F,F,100,F,F,F,F
50,0,0,0,0,0,50,-5,0,48229,0,3,10,M,S,17,12,24,62,47588,4,F,F,F,F,F,0,F,F,F,F
34,0,0,0,0,0,34,-3,2,48431,0,2,10,F,M,2,11,49,38,69863,33,T,F,F,F,F,200,F,T,F,F
38,36,2,7.42499,25,1,38,30,0,48579,0,1,8,F,U,10,8,35,55,48937,6,F,F,F,F,F,60,F,T,F,F
30,36,29,35.761555,529,29,30,26,0,48406,0,4,10,F,U,2,11,23,65,59932,52,F,F,F,F,F,870,F,F,T,T
43,24,0,0,0,0,43,14,0,48488,0,5,0,M,U,16,7,26,66,62909,6,F,F,F,F,F,0,F,F,F,F
36,36,3,9.782333,249,1,36,25,0,48538,0,4,11,F,M,7,11,27,60,57063,44,F,T,F,F,F,90,F,T,F,F
31,48,0,0,0,0,31,36,0,48628,0,6,11,F,S,2,8,34,57,73436,13,T,F,F,F,F,0,F,F,F,F
55,24,0,0,0,0,55,14,1,48687,0,5,11,M,U,27,10,38,50,39169,44,F,F,F,F,F,100,F,F,F,F
41,36,0,0,0,0,41,28,1,48766,0,3,11,M,U,14,15,33,51,29682,35,F,F,F,F,F,100,F,F,F,F
83,24,4,11.248,948,2,83,16,1,48835,0,4,11,M,U,51,9,36,53,45617,33,F,F,T,F,F,220,F,F,F,F
53,48,0,0,0,0,53,35,4,48969,0,3,9,F,M,23,11,42,45,42167,13,F,F,F,F,F,400,F,T,F,F
38,12,3,8.958,158,2,38,5,0,48996,0,2,9,F,S,14,12,38,49,29130,22,F,F,F,F,F,90,F,F,F,F
24,12,0,0,0,0,24,5,1,49121,0,1,8,F,S,0,11,18,69,43220,19,F,F,F,F,T,100,F,F,F,F
34,36,2,7.719,119,1,34,31,5,49244,0,4,10,M,M,5,7,37,55,45303,1,F,F,F,F,F,560,F,F,F,F
41,0,0,0,0,0,41,-6,1,49116,0,1,10,M,M,12,14,37,48,64281,7,F,F,F,F,F,100,F,F,F,F
35,36,3,13.943,343,2,35,35,2,48841,0,3,9,F,M,8,10,32,56,70390,2,F,F,F,F,F,290,F,F,F,F
28,24,0,0,0,0,28,22,0,49006,0,2,0,F,S,0,7,27,64,37502,11,T,T,F,F,F,0,F,F,F,F
41,48,2,8.392323,59,2,41,36,0,22807,0,2,11,M,U,11,16,39,43,75147,31,F,F,F,F,F,60,F,F,F,T
35,36,5,9.677323,244,2,35,25,3,23030,0,6,9,M,M,6,8,49,42,49083,18,T,T,F,T,F,450,F,T,F,F
28,36,0,0,0,0,28,26,0,23593,0,6,10,M,S,0,15,31,52,42752,12,T,T,F,F,F,0,F,F,F,F
32,0,0,0,0,0,32,-6,0,23791,0,3,8,F,U,3,7,27,65,48118,40,F,F,F,F,F,0,F,F,F,F
47,24,3,12.742333,109,1,47,20,3,23909,0,6,10,F,U,20,9,20,69,54202,19,T,F,F,F,F,390,F,F,F,F
31,36,19,20.489361,690,13,31,31,2,26303,0,3,10,M,S,0,10,44,44,41497,21,F,F,F,F,F,770,F,F,F,F
50,24,37,30.925751,326,23,50,13,3,26488,0,5,11,M,M,19,12,26,60,59401,25,F,T,F,F,T,1410,F,F,F,F
43,24,0,0,0,0,43,16,0,49376,0,6,10,M,S,14,15,45,39,28742,30,F,F,F,F,T,0,F,F,F,F
43,24,0,0,0,0,43,16,0,49393,0,1,10,M,S,15,9,42,48,53970,11,F,F,F,F,F,0,F,F,F,F
37,12,0,0,0,0,37,6,2,26556,0,1,11,F,S,4,11,36,51,47728,40,F,F,F,F,F,200,T,F,F,F
52,24,1,8.242333,109,1,52,18,0,37199,0,5,9,M,S,26,8,31,59,33597,33,T,F,F,T,F,30,F,F,F,F
24,48,5,8.884667,518,2,24,35,5,37251,0,5,0,M,S,0,10,36,53,46643,13,F,F,F,F,F,650,F,F,F,F
38,12,1,9.865667,199,1,38,8,0,37317,0,4,10,M,S,7,13,18,67,56482,18,F,F,F,F,F,30,T,F,T,F
58,48,2,7.382333,49,1,58,35,2,26261,0,2,9,M,U,31,11,50,38,29263,24,T,F,F,F,T,260,F,T,F,F
47,12,3,9.10899,209,2,47,8,0,26447,0,5,9,M,S,11,9,58,31,45112,11,T,T,F,F,F,90,F,T,F,F
45,36,3,7.582333,349,1,45,34,1,37499,0,5,8,F,M,17,16,46,36,49127,42,F,F,F,F,F,190,F,F,T,F
40,36,2,7.862333,129,1,40,34,3,37223,0,2,11,F,S,15,10,43,46,41145,51,T,F,F,F,F,360,F,F,F,F
38,24,0,0,0,0,38,22,0,37834,0,3,10,F,U,6,14,44,40,56458,22,F,T,T,T,F,0,F,F,T,T
54,36,0,0,0,0,54,33,1,37441,0,5,11,M,M,29,13,18,68,43808,51,T,T,F,F,F,100,F,F,F,T
37,12,0,0,0,0,37,10,0,37936,0,3,0,M,U,8,11,26,61,48392,6,F,F,F,F,F,0,F,F,T,F
30,24,0,0,0,0,30,20,0,37860,0,3,11,M,S,0,18,18,63,52174,21,T,F,F,F,F,0,F,F,F,F
42,24,0,0,0,0,42,19,1,38152,0,1,9,F,M,16,10,36,53,52325,35,T,F,T,T,F,100,F,F,F,T
36,36,0,0,0,0,36,28,0,38169,0,1,10,F,S,6,19,22,57,67784,34,F,F,F,F,F,0,F,F,F,F
51,36,5,10.827313,694,3,51,27,3,37892,1,5,1,M,M,26,10,32,57,46745,29,T,T,F,F,F,450,F,F,F,F
73,36,1,9.245667,179,1,73,31,1,38127,0,4,0,F,M,46,13,35,50,49749,19,T,F,F,F,F,130,F,F,F,F
23,36,0,0,0,0,23,33,0,38453,0,2,10,M,S,0,15,31,52,42752,41,F,F,F,F,F,0,F,T,F,T
29,12,0,0,0,0,29,0,3,38519,0,1,10,F,S,0,10,38,50,76547,27,T,F,F,F,F,300,F,F,F,F
30,24,0,0,0,0,30,11,0,38160,0,4,11,F,S,0,7,33,58,65263,15,F,F,F,F,F,0,F,F,F,F
37,36,0,0,0,0,37,24,0,38229,0,4,11,F,S,3,9,31,59,36982,21,T,F,F,F,F,0,F,F,F,F
22,36,6,13.19794,98,3,22,23,0,38786,0,1,11,F,S,0,7,27,64,37502,40,T,F,F,F,F,180,F,F,T,F
49,0,0,0,0,0,49,-6,2,38362,0,5,10,F,M,18,8,24,66,44859,8,F,F,F,F,F,200,F,F,F,F
23,0,2,0,0,0,23,-1,0,38429,0,3,11,F,S,0,7,27,64,37502,44,T,T,F,F,F,60,F,F,F,F
30,36,0,0,0,0,30,26,1,27587,0,4,0,F,S,2,2,43,54,39364,48,F,F,F,F,F,100,F,F,F,F
52,48,0,0,0,0,52,37,1,27669,0,6,8,M,U,25,22,49,27,43990,24,T,F,F,F,F,100,F,F,F,F
33,36,0,0,0,0,33,34,0,27737,0,3,11,M,S,5,7,39,52,55425,46,F,T,F,F,T,0,F,F,F,F
64,0,0,0,0,0,64,-2,0,28187,0,3,11,F,S,33,12,42,44,68484,10,F,F,F,F,T,0,F,F,F,F
33,36,0,0,0,0,33,33,3,28305,0,1,8,F,U,4,8,32,59,48578,39,F,F,T,F,F,300,F,F,F,F
51,24,1,10.722333,89,1,51,15,3,28414,0,4,10,F,U,21,12,34,52,52955,46,T,F,T,F,F,330,F,F,F,F
44,0,3,0,0,0,44,-2,0,28687,0,1,0,F,U,11,13,33,52,46755,2,F,F,T,F,F,90,F,F,T,F
49,24,2,9.709667,343,2,49,19,4,28764,0,2,10,M,M,23,10,25,64,72287,20,T,T,T,F,F,460,F,F,F,F
33,0,0,0,0,0,33,-4,7,28771,0,3,0,F,M,5,17,40,41,65505,4,F,F,T,F,F,700,F,F,F,F
38,0,0,0,0,0,38,-4,0,28789,0,4,6,F,U,11,13,33,52,46755,22,F,F,F,F,F,0,F,F,F,F
33,36,0,0,0,0,33,32,2,28814,0,3,9,M,S,4,11,51,36,55143,49,F,F,F,F,F,200,F,F,T,F
49,36,3,11.769,169,1,49,31,1,28816,0,3,0,M,U,17,17,36,46,51926,25,F,F,F,T,T,190,F,F,F,F
32,36,0,0,0,0,32,26,3,28839,0,5,11,F,S,0,10,28,60,56069,40,T,F,F,F,F,300,F,F,F,F
50,36,0,0,0,0,50,31,1,28939,0,6,8,F,S,21,16,61,21,50087,31,T,F,F,F,T,100,F,F,T,F
43,36,0,0,0,0,43,30,1,29066,0,3,9,F,M,13,7,39,52,30933,34,F,F,F,F,F,100,F,F,F,F
29,24,0,0,0,0,29,11,2,29091,0,2,10,F,S,0,9,65,25,46236,19,F,F,T,F,F,200,F,F,F,F
46,24,0,0,0,0,46,22,1,49289,0,3,7,M,M,19,10,35,53,29959,35,F,F,F,T,F,100,F,F,F,F
16,12,0,0,0,0,16,7,0,49321,0,1,7,M,S,0,18,18,63,52174,8,T,F,T,F,F,0,F,F,T,T
33,48,0,0,0,0,33,40,1,49550,0,4,8,M,U,5,12,25,62,57778,23,T,F,T,F,F,100,F,F,F,F
41,48,22,18.377203,444,11,41,38,3,49530,0,1,0,F,M,10,9,30,60,53085,19,F,F,F,F,F,960,F,T,F,F
39,12,2,7.529,129,1,39,5,1,49668,0,4,11,F,S,10,10,38,50,44149,50,F,F,T,F,F,160,F,T,F,F
34,0,2,0,0,0,34,-1,1,49701,0,5,9,M,M,5,10,33,55,45378,2,F,F,F,F,F,160,F,F,F,F
38,24,0,0,0,0,38,11,0,49677,0,4,7,M,U,7,10,40,48,56607,20,F,F,F,T,F,0,F,F,F,F
47,36,2,7.502333,269,1,47,35,0,49792,0,5,10,M,S,18,9,39,51,36431,33,F,F,F,F,T,60,F,T,F,F
39,24,0,0,0,0,39,11,0,49907,0,2,10,F,U,11,13,33,52,46755,14,F,T,F,F,F,0,F,F,F,T
26,0,0,0,0,0,26,-2,0,49925,0,1,6,F,S,0,7,27,64,37502,22,F,T,F,F,F,0,F,F,F,T
67,0,0,0,0,0,67,-7,1,49928,0,3,8,F,M,37,16,43,40,67245,32,F,F,F,F,T,100,F,F,F,F
58,36,0,0,0,0,58,31,2,49992,0,6,10,F,S,28,14,24,61,44864,15,F,F,F,F,F,200,F,F,F,F
